"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"1";"6";"3";"7";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"2";"8";"6";"8";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"3";"4";"3";"2";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"4";"1";"2";"6";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"5";"4";"6";"7";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"6";"3";"8";"5";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"7";"1";"3";"2";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"8";"8";"5";"3";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"9";"4";"5";"2";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"10";"2";"8";"2";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"11";"1";"9";"1";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"12";"1";"8";"2";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"13";"4";"2";"2";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"14";"3";"1";"4";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"15";"2";"6";"2";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"16";"7";"4";"3";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"17";"2";"3";"1";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"18";"6";"9";"7";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"19";"2";"1";"6";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"20";"7";"2";"1";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"21";"5";"1";"6";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"22";"7";"1";"2";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"23";"3";"7";"8";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"24";"3";"5";"1";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"25";"8";"1";"1";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"26";"3";"4";"3";"FACE_COMP_MDS_con1";"correct"
"A1BWS5AD2T4NIR";"29";"male";"United States of America";"398542";"1";"1";"27";"6";"7";"6";"FACE_COMP_MDS_con1";"correct"
